title,context,question,answer,answer_start,answer_end
Christian,"A Christian ( pronunciation (help·info)) is a person who adheres to Christianity, an Abrahamic, monotheistic religion based on the life and teachings of Jesus Christ. ""Christian"" derives from the Koine Greek word Christós (Χριστός), a translation of the Biblical Hebrew term mashiach.",What is a person who follows Christianity called?,Christian,2,11
Christian,"A Christian ( pronunciation (help·info)) is a person who adheres to Christianity, an Abrahamic, monotheistic religion based on the life and teachings of Jesus Christ. ""Christian"" derives from the Koine Greek word Christós (Χριστός), a translation of the Biblical Hebrew term mashiach.",Whose life do Christians learn from?,Jesus Christ,153,165
Christian,"A Christian ( pronunciation (help·info)) is a person who adheres to Christianity, an Abrahamic, monotheistic religion based on the life and teachings of Jesus Christ. ""Christian"" derives from the Koine Greek word Christós (Χριστός), a translation of the Biblical Hebrew term mashiach.",What Greek word is Christian derived from?,Christós,213,221
Christian,"A Christian ( pronunciation (help·info)) is a person who adheres to Christianity, an Abrahamic, monotheistic religion based on the life and teachings of Jesus Christ. ""Christian"" derives from the Koine Greek word Christós (Χριστός), a translation of the Biblical Hebrew term mashiach.",Christós is translated from what Biblical term?,mashiach,275,283
Christian,"There are diverse interpretations of Christianity which sometimes conflict. However, ""Whatever else they might disagree about, Christians are at least united in believing that Jesus has a unique significance."" The term ""Christian"" is also used adjectivally to describe anything associated with Christianity, or in a proverbial sense ""all that is noble, and good, and Christ-like."" It is also used as a label to identify people who associate with the cultural aspects of Christianity, irrespective of personal religious beliefs or practices.","While many, the perceptions of Christianity can sometimes what?",conflict,66,74
Intellectual_property,"The German equivalent was used with the founding of the North German Confederation whose constitution granted legislative power over the protection of intellectual property (Schutz des geistigen Eigentums) to the confederation. When the administrative secretariats established by the Paris Convention (1883) and the Berne Convention (1886) merged in 1893, they located in Berne, and also adopted the term intellectual property in their new combined title, the United International Bureaux for the Protection of Intellectual Property.",Which constitution gave legislative power to protect intellectual property?,the North German Confederation,52,82
Intellectual_property,"The German equivalent was used with the founding of the North German Confederation whose constitution granted legislative power over the protection of intellectual property (Schutz des geistigen Eigentums) to the confederation. When the administrative secretariats established by the Paris Convention (1883) and the Berne Convention (1886) merged in 1893, they located in Berne, and also adopted the term intellectual property in their new combined title, the United International Bureaux for the Protection of Intellectual Property.",When was the Paris Convention?,1883,302,306
Intellectual_property,"The German equivalent was used with the founding of the North German Confederation whose constitution granted legislative power over the protection of intellectual property (Schutz des geistigen Eigentums) to the confederation. When the administrative secretariats established by the Paris Convention (1883) and the Berne Convention (1886) merged in 1893, they located in Berne, and also adopted the term intellectual property in their new combined title, the United International Bureaux for the Protection of Intellectual Property.",When was the Berne Convention?,1886,334,338
Intellectual_property,"The German equivalent was used with the founding of the North German Confederation whose constitution granted legislative power over the protection of intellectual property (Schutz des geistigen Eigentums) to the confederation. When the administrative secretariats established by the Paris Convention (1883) and the Berne Convention (1886) merged in 1893, they located in Berne, and also adopted the term intellectual property in their new combined title, the United International Bureaux for the Protection of Intellectual Property.",When did the Paris and Berne administrative secretariats merge?,1893,350,354
Intellectual_property,"The German equivalent was used with the founding of the North German Confederation whose constitution granted legislative power over the protection of intellectual property (Schutz des geistigen Eigentums) to the confederation. When the administrative secretariats established by the Paris Convention (1883) and the Berne Convention (1886) merged in 1893, they located in Berne, and also adopted the term intellectual property in their new combined title, the United International Bureaux for the Protection of Intellectual Property.",What name did the merged secretariats adopt?,United International Bureaux for the Protection of Intellectual Property,460,532
Clothing,"Physically, clothing serves many purposes: it can serve as protection from the elements, and can enhance safety during hazardous activities such as hiking and cooking. It protects the wearer from rough surfaces, rash-causing plants, insect bites, splinters, thorns and prickles by providing a barrier between the skin and the environment. Clothes can insulate against cold or hot conditions. Further, they can provide a hygienic barrier, keeping infectious and toxic materials away from the body. Clothing also provides protection from harmful UV radiation.",What can clothing provide during hazardous activities?,safety,105,111
Clothing,"Physically, clothing serves many purposes: it can serve as protection from the elements, and can enhance safety during hazardous activities such as hiking and cooking. It protects the wearer from rough surfaces, rash-causing plants, insect bites, splinters, thorns and prickles by providing a barrier between the skin and the environment. Clothes can insulate against cold or hot conditions. Further, they can provide a hygienic barrier, keeping infectious and toxic materials away from the body. Clothing also provides protection from harmful UV radiation.",What type of surfaces can clothing protect from?,rough,196,201
Clothing,"Physically, clothing serves many purposes: it can serve as protection from the elements, and can enhance safety during hazardous activities such as hiking and cooking. It protects the wearer from rough surfaces, rash-causing plants, insect bites, splinters, thorns and prickles by providing a barrier between the skin and the environment. Clothes can insulate against cold or hot conditions. Further, they can provide a hygienic barrier, keeping infectious and toxic materials away from the body. Clothing also provides protection from harmful UV radiation.",What does clothing keep toxic materials away from?,body,491,495
Clothing,"Physically, clothing serves many purposes: it can serve as protection from the elements, and can enhance safety during hazardous activities such as hiking and cooking. It protects the wearer from rough surfaces, rash-causing plants, insect bites, splinters, thorns and prickles by providing a barrier between the skin and the environment. Clothes can insulate against cold or hot conditions. Further, they can provide a hygienic barrier, keeping infectious and toxic materials away from the body. Clothing also provides protection from harmful UV radiation.",What can insulate against cold or hot conditions?,Clothes,339,346
Clothing,"Physically, clothing serves many purposes: it can serve as protection from the elements, and can enhance safety during hazardous activities such as hiking and cooking. It protects the wearer from rough surfaces, rash-causing plants, insect bites, splinters, thorns and prickles by providing a barrier between the skin and the environment. Clothes can insulate against cold or hot conditions. Further, they can provide a hygienic barrier, keeping infectious and toxic materials away from the body. Clothing also provides protection from harmful UV radiation.",What type of radiation can clothing provide some protection from?,UV,544,546
Transistor,"A transistor is a semiconductor device used to amplify or switch electronic signals and electrical power. It is composed of semiconductor material with at least three terminals for connection to an external circuit. A voltage or current applied to one pair of the transistor's terminals changes the current through another pair of terminals. Because the controlled (output) power can be higher than the controlling (input) power, a transistor can amplify a signal. Today, some transistors are packaged individually, but many more are found embedded in integrated circuits.",What is the use of a transistor?,to amplify or switch electronic signals and electrical power,44,104
Transistor,"A transistor is a semiconductor device used to amplify or switch electronic signals and electrical power. It is composed of semiconductor material with at least three terminals for connection to an external circuit. A voltage or current applied to one pair of the transistor's terminals changes the current through another pair of terminals. Because the controlled (output) power can be higher than the controlling (input) power, a transistor can amplify a signal. Today, some transistors are packaged individually, but many more are found embedded in integrated circuits.",What is a transistor made of?,semiconductor material,124,146
Transistor,"A transistor is a semiconductor device used to amplify or switch electronic signals and electrical power. It is composed of semiconductor material with at least three terminals for connection to an external circuit. A voltage or current applied to one pair of the transistor's terminals changes the current through another pair of terminals. Because the controlled (output) power can be higher than the controlling (input) power, a transistor can amplify a signal. Today, some transistors are packaged individually, but many more are found embedded in integrated circuits.",Why does a transistor increase a signal?,the controlled (output) power can be higher than the controlling (input) power,350,428
Transistor,"A transistor is a semiconductor device used to amplify or switch electronic signals and electrical power. It is composed of semiconductor material with at least three terminals for connection to an external circuit. A voltage or current applied to one pair of the transistor's terminals changes the current through another pair of terminals. Because the controlled (output) power can be higher than the controlling (input) power, a transistor can amplify a signal. Today, some transistors are packaged individually, but many more are found embedded in integrated circuits.",What is the minimum amount of external connection terminals to call an item a transistor?,three,161,166
Transistor,"A transistor is a semiconductor device used to amplify or switch electronic signals and electrical power. It is composed of semiconductor material with at least three terminals for connection to an external circuit. A voltage or current applied to one pair of the transistor's terminals changes the current through another pair of terminals. Because the controlled (output) power can be higher than the controlling (input) power, a transistor can amplify a signal. Today, some transistors are packaged individually, but many more are found embedded in integrated circuits.",Where are most transistors found?,embedded in integrated circuits,540,571
Internet_service_provider,"An Internet service provider (ISP) is an organization that provides services for accessing, using, the Internet. Internet service providers may be organized in various forms, such as commercial, community-owned, non-profit, or otherwise privately owned.",What does ISP stand for?,Internet service provider,3,28
Internet_service_provider,"An Internet service provider (ISP) is an organization that provides services for accessing, using, the Internet. Internet service providers may be organized in various forms, such as commercial, community-owned, non-profit, or otherwise privately owned.",what does an isp do?,"provides services for accessing, using, the Internet",59,111
Internet_service_provider,"An Internet service provider (ISP) is an organization that provides services for accessing, using, the Internet. Internet service providers may be organized in various forms, such as commercial, community-owned, non-profit, or otherwise privately owned.",What forms can an isp be organized in?,"commercial, community-owned, non-profit, or otherwise privately owned",183,252
Internet_service_provider,"Internet services typically provided by ISPs include Internet access, Internet transit, domain name registration, web hosting, Usenet service, and colocation.",What type of organization provides internet access?,ISPs,40,44
Internet_service_provider,"Internet services typically provided by ISPs include Internet access, Internet transit, domain name registration, web hosting, Usenet service, and colocation.",What are some services provided by an isp?,"Internet access, Internet transit, domain name registration, web hosting, Usenet service, and colocation",53,157
Turner_Classic_Movies,"Historically, the channel's programming consisted mainly of featured classic theatrically released feature films from the Turner Entertainment film library – which comprises films from Warner Bros. Pictures (covering films released before 1950) and Metro-Goldwyn-Mayer (covering films released before May 1986). However, TCM now has licensing deals with other Hollywood film studios as well as its Time Warner sister company, Warner Bros. (which now controls the Turner Entertainment library and its own later films), and occasionally shows more recent films. Turner Classic Movies is a dedicated film channel and is available in United States, United Kingdom, France (TCM Cinéma), Spain (TCM España), Nordic countries, Middle East and Africa.",Warner Bros. pictures before what year are part of the Turner Entertainment library?,1950,239,243
Turner_Classic_Movies,"Historically, the channel's programming consisted mainly of featured classic theatrically released feature films from the Turner Entertainment film library – which comprises films from Warner Bros. Pictures (covering films released before 1950) and Metro-Goldwyn-Mayer (covering films released before May 1986). However, TCM now has licensing deals with other Hollywood film studios as well as its Time Warner sister company, Warner Bros. (which now controls the Turner Entertainment library and its own later films), and occasionally shows more recent films. Turner Classic Movies is a dedicated film channel and is available in United States, United Kingdom, France (TCM Cinéma), Spain (TCM España), Nordic countries, Middle East and Africa.",Up until what month and year of release are films from Metro-Goldwyn-Mayer part of the Turner Entertainment library?,May 1986,301,309
Turner_Classic_Movies,"Historically, the channel's programming consisted mainly of featured classic theatrically released feature films from the Turner Entertainment film library – which comprises films from Warner Bros. Pictures (covering films released before 1950) and Metro-Goldwyn-Mayer (covering films released before May 1986). However, TCM now has licensing deals with other Hollywood film studios as well as its Time Warner sister company, Warner Bros. (which now controls the Turner Entertainment library and its own later films), and occasionally shows more recent films. Turner Classic Movies is a dedicated film channel and is available in United States, United Kingdom, France (TCM Cinéma), Spain (TCM España), Nordic countries, Middle East and Africa.",What company owns TCM and Warner Bros.?,Time Warner,398,409
Turner_Classic_Movies,"Historically, the channel's programming consisted mainly of featured classic theatrically released feature films from the Turner Entertainment film library – which comprises films from Warner Bros. Pictures (covering films released before 1950) and Metro-Goldwyn-Mayer (covering films released before May 1986). However, TCM now has licensing deals with other Hollywood film studios as well as its Time Warner sister company, Warner Bros. (which now controls the Turner Entertainment library and its own later films), and occasionally shows more recent films. Turner Classic Movies is a dedicated film channel and is available in United States, United Kingdom, France (TCM Cinéma), Spain (TCM España), Nordic countries, Middle East and Africa.",What is Turner Classic Movies called in France?,TCM Cinéma,669,679
Turner_Classic_Movies,"Historically, the channel's programming consisted mainly of featured classic theatrically released feature films from the Turner Entertainment film library – which comprises films from Warner Bros. Pictures (covering films released before 1950) and Metro-Goldwyn-Mayer (covering films released before May 1986). However, TCM now has licensing deals with other Hollywood film studios as well as its Time Warner sister company, Warner Bros. (which now controls the Turner Entertainment library and its own later films), and occasionally shows more recent films. Turner Classic Movies is a dedicated film channel and is available in United States, United Kingdom, France (TCM Cinéma), Spain (TCM España), Nordic countries, Middle East and Africa.",What is the Spanish version of Turner Classic Movies?,TCM España,689,699
Gregorian_calendar,"To unambiguously specify the date, dual dating or Old Style (O.S.) and New Style (N.S.) are sometimes used with dates. Dual dating uses two consecutive years because of differences in the starting date of the year, or includes both the Julian and Gregorian dates. Old Style and New Style (N.S.) indicate either whether the start of the Julian year has been adjusted to start on 1 January (N.S.) even though documents written at the time use a different start of year (O.S.), or whether a date conforms to the Julian calendar (O.S.) rather than the Gregorian (N.S.).",What does duel dating use to show the date?,two consecutive years,136,157
Gregorian_calendar,"To unambiguously specify the date, dual dating or Old Style (O.S.) and New Style (N.S.) are sometimes used with dates. Dual dating uses two consecutive years because of differences in the starting date of the year, or includes both the Julian and Gregorian dates. Old Style and New Style (N.S.) indicate either whether the start of the Julian year has been adjusted to start on 1 January (N.S.) even though documents written at the time use a different start of year (O.S.), or whether a date conforms to the Julian calendar (O.S.) rather than the Gregorian (N.S.).",What is the Old Style date mean?,Julian calendar,509,524
Gregorian_calendar,"To unambiguously specify the date, dual dating or Old Style (O.S.) and New Style (N.S.) are sometimes used with dates. Dual dating uses two consecutive years because of differences in the starting date of the year, or includes both the Julian and Gregorian dates. Old Style and New Style (N.S.) indicate either whether the start of the Julian year has been adjusted to start on 1 January (N.S.) even though documents written at the time use a different start of year (O.S.), or whether a date conforms to the Julian calendar (O.S.) rather than the Gregorian (N.S.).",What is N.S. stand for?,New Style,71,80
Gregorian_calendar,"To unambiguously specify the date, dual dating or Old Style (O.S.) and New Style (N.S.) are sometimes used with dates. Dual dating uses two consecutive years because of differences in the starting date of the year, or includes both the Julian and Gregorian dates. Old Style and New Style (N.S.) indicate either whether the start of the Julian year has been adjusted to start on 1 January (N.S.) even though documents written at the time use a different start of year (O.S.), or whether a date conforms to the Julian calendar (O.S.) rather than the Gregorian (N.S.).",What are New Style dates?,Gregorian,548,557
Gregorian_calendar,"To unambiguously specify the date, dual dating or Old Style (O.S.) and New Style (N.S.) are sometimes used with dates. Dual dating uses two consecutive years because of differences in the starting date of the year, or includes both the Julian and Gregorian dates. Old Style and New Style (N.S.) indicate either whether the start of the Julian year has been adjusted to start on 1 January (N.S.) even though documents written at the time use a different start of year (O.S.), or whether a date conforms to the Julian calendar (O.S.) rather than the Gregorian (N.S.).",Why use two consecutive year dates?,starting date of the year,188,213
Canon_law,"Canon law is the body of laws and regulations made by ecclesiastical authority (Church leadership), for the government of a Christian organization or church and its members. It is the internal ecclesiastical law governing the Catholic Church (both Latin Church and Eastern Catholic Churches), the Eastern and Oriental Orthodox churches, and the individual national churches within the Anglican Communion. The way that such church law is legislated, interpreted and at times adjudicated varies widely among these three bodies of churches. In all three traditions, a canon was originally a rule adopted by a church council; these canons formed the foundation of canon law.",What is the name for the rules issued by the heads of the Church?,Canon law,0,9
Canon_law,"Canon law is the body of laws and regulations made by ecclesiastical authority (Church leadership), for the government of a Christian organization or church and its members. It is the internal ecclesiastical law governing the Catholic Church (both Latin Church and Eastern Catholic Churches), the Eastern and Oriental Orthodox churches, and the individual national churches within the Anglican Communion. The way that such church law is legislated, interpreted and at times adjudicated varies widely among these three bodies of churches. In all three traditions, a canon was originally a rule adopted by a church council; these canons formed the foundation of canon law.",In what type of religion are canon laws applicable?,Christian,124,133
Canon_law,"Canon law is the body of laws and regulations made by ecclesiastical authority (Church leadership), for the government of a Christian organization or church and its members. It is the internal ecclesiastical law governing the Catholic Church (both Latin Church and Eastern Catholic Churches), the Eastern and Oriental Orthodox churches, and the individual national churches within the Anglican Communion. The way that such church law is legislated, interpreted and at times adjudicated varies widely among these three bodies of churches. In all three traditions, a canon was originally a rule adopted by a church council; these canons formed the foundation of canon law.",Which institutions make up the Catholic Church?,Latin Church and Eastern Catholic Churches,248,290
Canon_law,"Canon law is the body of laws and regulations made by ecclesiastical authority (Church leadership), for the government of a Christian organization or church and its members. It is the internal ecclesiastical law governing the Catholic Church (both Latin Church and Eastern Catholic Churches), the Eastern and Oriental Orthodox churches, and the individual national churches within the Anglican Communion. The way that such church law is legislated, interpreted and at times adjudicated varies widely among these three bodies of churches. In all three traditions, a canon was originally a rule adopted by a church council; these canons formed the foundation of canon law.",What body was first responsible for creating canon?,church council,606,620
Canon_law,"Canon law is the body of laws and regulations made by ecclesiastical authority (Church leadership), for the government of a Christian organization or church and its members. It is the internal ecclesiastical law governing the Catholic Church (both Latin Church and Eastern Catholic Churches), the Eastern and Oriental Orthodox churches, and the individual national churches within the Anglican Communion. The way that such church law is legislated, interpreted and at times adjudicated varies widely among these three bodies of churches. In all three traditions, a canon was originally a rule adopted by a church council; these canons formed the foundation of canon law.",What does canon law consist of?,canons,628,634
Liberia,"The Republic of Liberia, beginning as a settlement of the American Colonization Society (ACS), declared its independence on July 26, 1847. The United States did not recognize Liberia's independence until during the American Civil War on February 5, 1862. Between January 7, 1822 and the American Civil War, more than 15,000 freed and free-born Black Americans from United States and 3,198 Afro-Caribbeans relocated to the settlement. The Black American settlers carried their culture with them to Liberia. The Liberian constitution and flag were modeled after the United States. In January 3, 1848 Joseph Jenkins Roberts, a wealthy free-born Black American from Virginia who settled in Liberia, was elected as Liberia's first president after the people proclaimed independence.",How did the republic of liberia begin?,as a settlement of the American Colonization Society (ACS),35,93
Liberia,"The Republic of Liberia, beginning as a settlement of the American Colonization Society (ACS), declared its independence on July 26, 1847. The United States did not recognize Liberia's independence until during the American Civil War on February 5, 1862. Between January 7, 1822 and the American Civil War, more than 15,000 freed and free-born Black Americans from United States and 3,198 Afro-Caribbeans relocated to the settlement. The Black American settlers carried their culture with them to Liberia. The Liberian constitution and flag were modeled after the United States. In January 3, 1848 Joseph Jenkins Roberts, a wealthy free-born Black American from Virginia who settled in Liberia, was elected as Liberia's first president after the people proclaimed independence.",When did the Republic of Liberia declare it's independence?,"July 26, 1847",124,137
Liberia,"The Republic of Liberia, beginning as a settlement of the American Colonization Society (ACS), declared its independence on July 26, 1847. The United States did not recognize Liberia's independence until during the American Civil War on February 5, 1862. Between January 7, 1822 and the American Civil War, more than 15,000 freed and free-born Black Americans from United States and 3,198 Afro-Caribbeans relocated to the settlement. The Black American settlers carried their culture with them to Liberia. The Liberian constitution and flag were modeled after the United States. In January 3, 1848 Joseph Jenkins Roberts, a wealthy free-born Black American from Virginia who settled in Liberia, was elected as Liberia's first president after the people proclaimed independence.",When did the united states recognize the republic of Liberia's independence?,"February 5, 1862. Between January 7, 182",237,277
Liberia,"The Republic of Liberia, beginning as a settlement of the American Colonization Society (ACS), declared its independence on July 26, 1847. The United States did not recognize Liberia's independence until during the American Civil War on February 5, 1862. Between January 7, 1822 and the American Civil War, more than 15,000 freed and free-born Black Americans from United States and 3,198 Afro-Caribbeans relocated to the settlement. The Black American settlers carried their culture with them to Liberia. The Liberian constitution and flag were modeled after the United States. In January 3, 1848 Joseph Jenkins Roberts, a wealthy free-born Black American from Virginia who settled in Liberia, was elected as Liberia's first president after the people proclaimed independence.",How many slaves were freed in the american civil war?,"more than 15,000",307,323
Liberia,"The Republic of Liberia, beginning as a settlement of the American Colonization Society (ACS), declared its independence on July 26, 1847. The United States did not recognize Liberia's independence until during the American Civil War on February 5, 1862. Between January 7, 1822 and the American Civil War, more than 15,000 freed and free-born Black Americans from United States and 3,198 Afro-Caribbeans relocated to the settlement. The Black American settlers carried their culture with them to Liberia. The Liberian constitution and flag were modeled after the United States. In January 3, 1848 Joseph Jenkins Roberts, a wealthy free-born Black American from Virginia who settled in Liberia, was elected as Liberia's first president after the people proclaimed independence.",What was the Liberian flag and constitution modeled after?,the United States,560,577
Post-punk,"Post-punk is a heterogeneous type of rock music that emerged in the wake of the punk movement of the 1970s. Drawing inspiration from elements of punk rock while departing from its musical conventions and wider cultural affiliations, post-punk music was marked by varied, experimentalist sensibilities and its ""conceptual assault"" on rock tradition. Artists embraced electronic music, black dance styles and the avant-garde, as well as novel recording technology and production techniques. The movement also saw the frequent intersection of music with art and politics, as artists liberally drew on sources such as critical theory, cinema, performance art and modernist literature. Accompanying these musical developments were subcultures that produced visual art, multimedia performances, independent record labels and fanzines in conjunction with the music.",What is post-punk?,heterogeneous type of rock music,15,47
Post-punk,"Post-punk is a heterogeneous type of rock music that emerged in the wake of the punk movement of the 1970s. Drawing inspiration from elements of punk rock while departing from its musical conventions and wider cultural affiliations, post-punk music was marked by varied, experimentalist sensibilities and its ""conceptual assault"" on rock tradition. Artists embraced electronic music, black dance styles and the avant-garde, as well as novel recording technology and production techniques. The movement also saw the frequent intersection of music with art and politics, as artists liberally drew on sources such as critical theory, cinema, performance art and modernist literature. Accompanying these musical developments were subcultures that produced visual art, multimedia performances, independent record labels and fanzines in conjunction with the music.",When did post-punk arrive on the scene?,in the wake of the punk movement of the 1970s,61,106
Post-punk,"Post-punk is a heterogeneous type of rock music that emerged in the wake of the punk movement of the 1970s. Drawing inspiration from elements of punk rock while departing from its musical conventions and wider cultural affiliations, post-punk music was marked by varied, experimentalist sensibilities and its ""conceptual assault"" on rock tradition. Artists embraced electronic music, black dance styles and the avant-garde, as well as novel recording technology and production techniques. The movement also saw the frequent intersection of music with art and politics, as artists liberally drew on sources such as critical theory, cinema, performance art and modernist literature. Accompanying these musical developments were subcultures that produced visual art, multimedia performances, independent record labels and fanzines in conjunction with the music.",What did post-punk artists use in their music?,"critical theory, cinema, performance art and modernist literature",614,679
Post-punk,"Post-punk is a heterogeneous type of rock music that emerged in the wake of the punk movement of the 1970s. Drawing inspiration from elements of punk rock while departing from its musical conventions and wider cultural affiliations, post-punk music was marked by varied, experimentalist sensibilities and its ""conceptual assault"" on rock tradition. Artists embraced electronic music, black dance styles and the avant-garde, as well as novel recording technology and production techniques. The movement also saw the frequent intersection of music with art and politics, as artists liberally drew on sources such as critical theory, cinema, performance art and modernist literature. Accompanying these musical developments were subcultures that produced visual art, multimedia performances, independent record labels and fanzines in conjunction with the music.",What began to spring up around the post-punk music?,independent record labels and fanzines,789,827
Post-punk,"Post-punk is a heterogeneous type of rock music that emerged in the wake of the punk movement of the 1970s. Drawing inspiration from elements of punk rock while departing from its musical conventions and wider cultural affiliations, post-punk music was marked by varied, experimentalist sensibilities and its ""conceptual assault"" on rock tradition. Artists embraced electronic music, black dance styles and the avant-garde, as well as novel recording technology and production techniques. The movement also saw the frequent intersection of music with art and politics, as artists liberally drew on sources such as critical theory, cinema, performance art and modernist literature. Accompanying these musical developments were subcultures that produced visual art, multimedia performances, independent record labels and fanzines in conjunction with the music.",How did post-punk take on rock and roll?,conceptual assault,310,328
Heresy,"Heresy is any provocative belief or theory that is strongly at variance with established beliefs or customs. A heretic is a proponent of such claims or beliefs. Heresy is distinct from both apostasy, which is the explicit renunciation of one's religion, principles or cause, and blasphemy, which is an impious utterance or action concerning God or sacred things.",What is heresy mainly at odds with?,established beliefs or customs,77,107
Heresy,"Heresy is any provocative belief or theory that is strongly at variance with established beliefs or customs. A heretic is a proponent of such claims or beliefs. Heresy is distinct from both apostasy, which is the explicit renunciation of one's religion, principles or cause, and blasphemy, which is an impious utterance or action concerning God or sacred things.",What is a person called is practicing heresy?,A heretic,109,118
Heresy,"The term is usually used to refer to violations of important religious teachings, but is used also of views strongly opposed to any generally accepted ideas. It is used in particular in reference to Christianity, Judaism, Islam and Marxism.",What religions and idea of thought is heresy cited as being used frequently in?,"Christianity, Judaism, Islam and Marxism",199,239
Heresy,"In certain historical Christian, Islamic and Jewish cultures, among others, espousing ideas deemed heretical has been and in some cases still is subjected not merely to punishments such as excommunication, but even to the death penalty.",What cultures are listed as examples of discipline for being a heretic?,"Christian, Islamic and Jewish",22,51
Heresy,"The term heresy is from Greek αἵρεσις originally meant ""choice"" or ""thing chosen"", but it came to mean the ""party or school of a man's choice"" and also referred to that process whereby a young person would examine various philosophies to determine how to live. The word ""heresy"" is usually used within a Christian, Jewish, or Islamic context, and implies slightly different meanings in each. The founder or leader of a heretical movement is called a heresiarch, while individuals who espouse heresy or commit heresy are known as heretics. Heresiology is the study of heresy.",What language does the term heresy find its roots in?,Greek,24,29
Samoa,"The Independent State of Samoa ( Samoan: Malo Sa 'oloto Tuto 'atasi o Sāmoa, IPA: [ˌsaːˈmoa]), commonly known as Samoa (Samoan: Sāmoa) and formerly known as Western Samoa, is a Unitary Parliamentary Republic with eleven administrative divisions. The two main islands are Savai'i and Upolu with four smaller islands surrounding the landmasses. The capital city is Apia. The Lapita people discovered and settled the Samoan islands around 3,500 years ago. They developed a unique language and cultural identity.",What was Samoa's old name?,Western Samoa,157,170
Samoa,"The Independent State of Samoa ( Samoan: Malo Sa 'oloto Tuto 'atasi o Sāmoa, IPA: [ˌsaːˈmoa]), commonly known as Samoa (Samoan: Sāmoa) and formerly known as Western Samoa, is a Unitary Parliamentary Republic with eleven administrative divisions. The two main islands are Savai'i and Upolu with four smaller islands surrounding the landmasses. The capital city is Apia. The Lapita people discovered and settled the Samoan islands around 3,500 years ago. They developed a unique language and cultural identity.",How many administrative divisions does Samoa have?,eleven,213,219
Samoa,"The Independent State of Samoa ( Samoan: Malo Sa 'oloto Tuto 'atasi o Sāmoa, IPA: [ˌsaːˈmoa]), commonly known as Samoa (Samoan: Sāmoa) and formerly known as Western Samoa, is a Unitary Parliamentary Republic with eleven administrative divisions. The two main islands are Savai'i and Upolu with four smaller islands surrounding the landmasses. The capital city is Apia. The Lapita people discovered and settled the Samoan islands around 3,500 years ago. They developed a unique language and cultural identity.",How many little islands are there around Savai'i and Upolu?,four,294,298
Samoa,"The Independent State of Samoa ( Samoan: Malo Sa 'oloto Tuto 'atasi o Sāmoa, IPA: [ˌsaːˈmoa]), commonly known as Samoa (Samoan: Sāmoa) and formerly known as Western Samoa, is a Unitary Parliamentary Republic with eleven administrative divisions. The two main islands are Savai'i and Upolu with four smaller islands surrounding the landmasses. The capital city is Apia. The Lapita people discovered and settled the Samoan islands around 3,500 years ago. They developed a unique language and cultural identity.",What's the name of Samoa's capital?,Apia,363,367
Samoa,"The Independent State of Samoa ( Samoan: Malo Sa 'oloto Tuto 'atasi o Sāmoa, IPA: [ˌsaːˈmoa]), commonly known as Samoa (Samoan: Sāmoa) and formerly known as Western Samoa, is a Unitary Parliamentary Republic with eleven administrative divisions. The two main islands are Savai'i and Upolu with four smaller islands surrounding the landmasses. The capital city is Apia. The Lapita people discovered and settled the Samoan islands around 3,500 years ago. They developed a unique language and cultural identity.",About how long ago were the Samoan islands discovered?,"3,500 years",436,447
Hunter-gatherer,"A hunter-gatherer is a human living in a society in which most or all food is obtained by foraging (collecting wild plants and pursuing wild animals), in contrast to agricultural societies, which rely mainly on domesticated species.",What kind of human lives by collecting wild flora and fauna?,hunter-gatherer,2,17
Hunter-gatherer,"A hunter-gatherer is a human living in a society in which most or all food is obtained by foraging (collecting wild plants and pursuing wild animals), in contrast to agricultural societies, which rely mainly on domesticated species.",What type of society relies on domestication for producing food?,agricultural,166,178
Hunter-gatherer,"A hunter-gatherer is a human living in a society in which most or all food is obtained by foraging (collecting wild plants and pursuing wild animals), in contrast to agricultural societies, which rely mainly on domesticated species.",What type of plants and animals do agricultural groups harvest?,domesticated species,211,231
Hunter-gatherer,"Hunting and gathering was humanity's first and most successful adaptation, occupying at least 90 percent of human history. Following the invention of agriculture, hunter-gatherers have been displaced or conquered by farming or pastoralist groups in most parts of the world.",What has been humans' best adaptation in food production?,Hunting and gathering,0,21
Hunter-gatherer,"Hunting and gathering was humanity's first and most successful adaptation, occupying at least 90 percent of human history. Following the invention of agriculture, hunter-gatherers have been displaced or conquered by farming or pastoralist groups in most parts of the world.",What was the first way humans used to find food?,Hunting and gathering,0,21
Race_and_ethnicity_in_the_United_States_Census,"The biggest change in this year's census was in racial classification. Enumerators were instructed to no longer use the ""Mulatto"" classification. Instead, they were given special instructions for reporting the race of interracial persons. A person with both white and black ancestry (termed ""blood"") was to be recorded as ""Negro,"" no matter the fraction of that lineage (the ""one-drop rule""). A person of mixed black and American Indian ancestry was also to be recorded as ""Neg"" (for ""Negro"") unless he was considered to be ""predominantly"" American Indian and accepted as such within the community. A person with both White and American Indian ancestry was to be recorded as an Indian, unless his American Indian ancestry was small, and he was accepted as white within the community. In all situations in which a person had White and some other racial ancestry, he was to be reported as that other race. Persons who had minority interracial ancestry were to be reported as the race of their father.",What word was dropped as a racial classification in this year's census?,Mulatto,121,128
